# file format intended for conversion to featureXML through OpenMS FileConverter
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	sumSquaresDist	description
537	265.74817052581443	447.0987089689345	447.09719999273426	446.08992352585426	849684.8868585324	1	0	1.0	0.0	0.0	3	0	11	12	849684.8868585324	0.0	""
538	265.8126946009962	533.1897559894902	533.1875063670622	532.1802299001822	1674361.5202975955	1	0	1.0	0.0	0.0	3	0	19	20	1674361.5202975955	0.0	""
539	266.26268470220475	609.2071287522302	609.2063752111015	608.1990987442216	518892.73027469934	1	0	1.0	0.0	0.0	2	0	11	12	518892.73027469934	0.0	""
540	265.727510574121	671.1719490748617	671.1712409352716	670.1639644683917	579072.2587524799	1	0	1.0	0.0	0.0	2	0	13	10	579072.2587524799	0.0	""
541	265.82798843032793	577.1253644675003	577.1245745174358	576.1172980505559	1398904.236624329	1	0	1.0	0.0	0.0	3	0	26	27	1398904.236624329	0.0	""
542	265.61869457200305	651.1439960333668	651.1427790007373	650.1355025338573	339542.01051456167	1	0	1.0	0.0	0.0	2	0	12	13	339542.01051456167	0.0	""
543	267.2743952100002	684.2013198957451	684.2011285791967	683.1938521123168	307193.51180560724	1	0	1.0	0.0	0.0	2	6	18	12	307193.51180560724	0.0	""
544	265.3148978083276	464.1289580811732	464.1273589951092	463.1200825282292	246820.10358965618	1	0	1.0	0.0	0.0	2	0	14	14	246820.10358965618	0.0	""
545	267.2873090904125	415.0355286557928	415.03492987330964	414.02765340642964	97098.74825671532	1	0	1.0	0.0	0.0	2	8	15	8	97098.74825671532	0.0	""
546	267.4266548531215	504.10704994144356	504.1042625987983	503.0969861319183	388037.53206536866	1	0	1.0	0.0	0.0	2	6	18	10	388037.53206536866	0.0	""
547	266.8527203825056	537.165799330742	537.1647491881105	536.1574727212305	963069.9794910548	1	0	1.0	0.0	0.0	2	0	21	22	963069.9794910548	0.0	""
548	267.8984317791415	651.1437370235259	651.1432638461117	650.1359873792318	402364.87210017315	1	0	1.0	0.0	0.0	2	11	24	14	402364.87210017315	0.0	""
549	267.68776373299204	579.1041835193242	579.1036673538459	578.096390886966	690861.6166186146	1	0	1.0	0.0	0.0	2	0	25	20	690861.6166186146	0.0	""
550	272.3825715162073	506.0863422435336	506.08512690733033	505.07785044045033	660056.0372719731	1	0	1.0	0.0	0.0	2	7	36	29	660056.0372719731	0.0	""
551	268.7638974032219	578.12621285315	578.1247792549309	577.117502788051	188605.72051007964	1	0	1.0	0.0	0.0	2	15	23	7	188605.72051007964	0.0	""
552	268.88345601031733	431.06768173520015	431.0672848598075	430.0600083929275	888005.0716638934	1	0	1.0	0.0	0.0	2	6	27	22	888005.0716638934	0.0	""
553	269.66716949112157	464.12887864729447	464.12751157978687	463.12023511290687	185862.38542295108	1	0	1.0	0.0	0.0	2	15	24	10	185862.38542295108	0.0	""
554	268.1450889347332	431.08529269918495	431.0850353926614	430.0777589257814	1557803.3845857948	1	0	1.0	0.0	0.0	2	0	34	35	1557803.3845857948	0.0	""
555	265.8222506871222	670.1735677124864	670.1721915614577	669.1649150945777	4735614.834455657	1	0	1.0	0.0	0.0	3	0	35	28	4735614.834455657	0.0	""
556	270.25917785365596	745.1899716425489	745.1888437664821	744.1815672996022	507069.86331766995	1	0	1.0	0.0	0.0	2	14	40	21	507069.86331766995	0.0	""
557	270.07337317500446	535.1883022789757	535.1869459661445	534.1796694992646	234568.50832727551	1	0	1.0	0.0	0.0	2	19	28	9	234568.50832727551	0.0	""
558	267.37764756617173	461.1680408485491	461.16775268813643	460.16047622125643	1182050.8359634154	1	0	1.0	0.0	0.0	2	0	29	30	1182050.8359634154	0.0	""
559	272.0519720236544	433.33023024439603	433.33031418119094	432.32303771431094	1714828.3773722118	1	0	1.0	0.0	0.0	2	0	34	35	1714828.3773722118	0.0	""
560	270.2807535619641	611.1839576738894	611.1824998098546	610.1752233429746	193863.1680682368	1	0	1.0	0.0	0.0	2	21	31	10	193863.1680682368	0.0	""
561	271.9115513258743	577.1256285253835	577.1247803528339	576.117503885954	604591.0633517548	1	0	1.0	0.0	0.0	2	22	37	11	604591.0633517548	0.0	""
562	272.2006606370833	684.201400697947	684.2013362912598	683.1940598243799	476180.1693962961	1	0	1.0	0.0	0.0	2	19	36	18	476180.1693962961	0.0	""
563	272.7184841847622	447.09880167611107	447.0982692818195	446.0909928149395	2251381.423170861	1	0	1.0	0.0	0.0	2	12	46	35	2251381.423170861	0.0	""
564	272.51776029205723	579.1047326266884	579.1032845014693	578.0960080345893	317473.85244497017	1	0	1.0	0.0	0.0	2	26	39	12	317473.85244497017	0.0	""
565	272.3956583742914	651.1438943988013	651.143204687342	650.135928220462	376350.3916108662	1	0	1.0	0.0	0.0	2	22	37	14	376350.3916108662	0.0	""
566	272.7487416061648	504.1070849715986	504.1054920039495	503.0982155370695	798280.7609565629	1	0	1.0	0.0	0.0	2	19	38	20	798280.7609565629	0.0	""
567	271.90572797736695	744.1921110677249	744.1901056937085	743.1828292268285	1690638.316088433	1	0	1.0	0.0	0.0	2	26	53	26	1690638.316088433	0.0	""
568	274.43509455350977	431.06756104371436	431.0671194660624	430.0598429991824	702201.1803763642	1	0	1.0	0.0	0.0	3	28	46	19	702201.1803763642	0.0	""
569	275.48124581628736	504.1067441143064	504.1052605465192	503.0979840796392	347572.76990233955	1	0	1.0	0.0	0.0	2	39	47	9	347572.76990233955	0.0	""
570	269.95338001260217	818.2111695712205	818.2105550558579	817.2032785889779	831988.9179120283	1	0	1.0	0.0	0.0	2	19	48	27	831988.9179120283	0.0	""
571	275.76614845811025	684.2013560386846	684.2007871776435	683.1935107107636	685189.9335713654	1	0	1.0	0.0	0.0	3	37	56	20	685189.9335713654	0.0	""
572	275.73114286796533	758.2195718063446	758.2190342719202	757.2117578050403	145423.0248600755	1	0	1.0	0.0	0.0	2	41	53	9	145423.0248600755	0.0	""
573	276.3885765203882	506.0862911837067	506.0853317881611	505.0780553212811	474774.5067332393	1	0	1.0	0.0	0.0	2	37	56	20	474774.5067332393	0.0	""
574	276.614871825028	671.1721821595406	671.1715834414406	670.1643069745606	1076124.8916221724	1	0	1.0	0.0	0.0	2	36	54	19	1076124.8916221724	0.0	""
575	275.6130492857856	433.3304935290183	433.3305584697174	432.3232820028374	1243270.8556502934	1	0	1.0	0.0	0.0	2	34	60	26	1243270.8556502934	0.0	""
576	278.77919786067264	504.1071342534681	504.10552511666106	503.09824864978106	410471.9435250077	1	0	1.0	0.0	0.0	2	48	59	12	410471.9435250077	0.0	""
577	277.31099898937833	818.2113288687598	818.2097213596838	817.2024448928039	394765.2606515008	1	0	1.0	0.0	0.0	2	46	61	13	394765.2606515008	0.0	""
578	275.05349968291455	534.1908437657744	534.1884324830389	533.181156016159	1637979.6639205557	1	0	1.0	0.0	0.0	2	29	61	30	1637979.6639205557	0.0	""
579	276.76531160584983	449.9115221269392	449.91325437357335	2244.5298895334668	313207.8947951548	5	0	1.0	0.0	0.0	2	39	65	19	313207.8947951548	0.0	""
580	275.8563668220534	580.1048478346485	580.102798662874	579.095522195994	345602.7352290024	1	0	1.0	0.0	0.0	2	40	66	19	345602.7352290024	0.0	""
581	281.46410704420816	577.12565673985	577.1252254672572	576.1179490003773	858835.3173769166	1	0	1.0	0.0	0.0	2	51	69	19	858835.3173769166	0.0	""
582	280.7471458162864	407.75456333061703	407.75328093999525	2440.4760268386917	49336.59160218535	6	0	1.0	0.0	0.0	2	60	65	6	49336.59160218535	0.0	""
583	279.9772348773984	758.2201311686676	758.2198732863196	757.2125968194397	152516.32588314783	1	0	1.0	0.0	0.0	2	50	65	11	152516.32588314783	0.0	""
584	279.97020977238355	671.1721604861367	671.1718224005939	670.164545933714	1142068.748944208	1	0	1.0	0.0	0.0	2	55	76	22	1142068.748944208	0.0	""
585	281.80429873167765	505.1041593823011	505.1040659677352	504.0967895008552	126377.8350548508	1	0	1.0	0.0	0.0	2	65	72	8	126377.8350548508	0.0	""
586	281.34746216550576	447.0989123468764	447.0983350761972	446.0910586093172	2047468.9368653677	1	0	1.0	0.0	0.0	2	47	77	31	2047468.9368653677	0.0	""
587	283.5554127128453	684.20180995117	684.2016802925954	683.1944038257154	601557.0403767778	1	0	1.0	0.0	0.0	2	57	77	21	601557.0403767778	0.0	""
588	281.28750573789034	609.2071313427109	609.2062185468567	608.1989420799767	1233341.352513908	1	0	1.0	0.0	0.0	2	52	85	27	1233341.352513908	0.0	""
589	283.37708068010005	407.8154363608043	407.8144001711365	406.8071237042565	92547.8305352194	1	0	1.0	0.0	0.0	2	71	76	6	92547.8305352194	0.0	""
590	283.1794853363432	651.1444473061165	651.1438299382195	650.1365534713395	230388.2849848675	1	0	1.0	0.0	0.0	2	70	76	7	230388.2849848675	0.0	""
591	283.06190451728645	578.1262962305274	578.1251316732785	577.1178552063985	294786.2982652199	1	0	1.0	0.0	0.0	2	64	78	13	294786.2982652199	0.0	""
592	283.1571813287852	427.37727312917235	427.37739027547735	426.37011380859735	182449.6703764385	1	0	1.0	0.0	0.0	2	70	77	8	182449.6703764385	0.0	""
593	283.2816319079083	611.1840659714079	611.1817670903973	610.1744906235174	185993.24710269363	1	0	1.0	0.0	0.0	2	70	79	8	185993.24710269363	0.0	""
594	280.71967284343236	433.33055034434454	433.330614062706	432.323337595826	1071852.5407333227	1	0	1.0	0.0	0.0	2	60	84	24	1071852.5407333227	0.0	""
595	281.2176933744323	506.0866311500471	506.0851482222195	505.0778717553395	760213.8113128695	1	0	1.0	0.0	0.0	2	53	84	27	760213.8113128695	0.0	""
596	285.21131723059807	535.188704607786	535.1880732172735	534.1807967503936	180368.59089861863	1	0	1.0	0.0	0.0	2	77	84	8	180368.59089861863	0.0	""
597	285.40782113020884	448.0990072317082	448.09723582677225	447.08995935989225	303288.0346995752	1	0	1.0	0.0	0.0	3	75	88	12	303288.0346995752	0.0	""
598	284.73179477005084	464.1438349751839	464.14351293939126	463.13623647251126	374131.61658468784	1	0	1.0	0.0	0.0	2	70	83	14	374131.61658468784	0.0	""
599	283.8944829343932	597.1527944132918	597.1526354410361	596.1453589741561	1093306.5171071077	1	0	1.0	0.0	0.0	2	71	93	23	1093306.5171071077	0.0	""
600	282.8844183860862	431.0675633127286	431.0669624802714	430.0596860133914	1370830.2961028584	1	0	1.0	0.0	0.0	2	54	99	34	1370830.2961028584	0.0	""
601	287.5920329666683	503.10654558632564	503.1055201254012	502.0982436585212	2429519.9851424126	1	0	1.0	0.0	0.0	3	69	99	27	2429519.9851424126	0.0	""
602	288.1146415318404	504.10728121111345	504.10519663008	503.0979201632	449232.0965486299	1	0	1.0	0.0	0.0	2	89	99	11	449232.0965486299	0.0	""
603	289.215707489988	577.1255020285396	577.1246684770414	576.1173920101614	1420156.7337107258	1	0	1.0	0.0	0.0	3	70	99	30	1420156.7337107258	0.0	""
604	290.0396242307901	446.76562034005025	446.76467896546586	1337.2722074957576	1424780.8084452655	3	0	1.0	0.0	0.0	2	78	99	22	1424780.8084452655	0.0	""
605	287.4931070141932	464.14394752789076	464.1436667691592	463.1363903022792	358808.6823426708	1	0	1.0	0.0	0.0	2	84	95	12	358808.6823426708	0.0	""
606	285.39336344274665	651.143926838895	651.1432616334787	650.1359851665987	504869.16918931954	1	0	1.0	0.0	0.0	2	76	91	15	504869.16918931954	0.0	""
607	285.6629431041073	430.08815486849886	430.08639169621944	429.07911522933944	2784188.0015710187	1	0	1.0	0.0	0.0	2	65	91	27	2784188.0015710187	0.0	""
608	287.6312423387943	536.1647155016766	536.1633161881011	535.1560397212212	2130350.6315484094	1	0	1.0	0.0	0.0	3	82	99	18	2130350.6315484094	0.0	""
609	288.31243745251936	671.1722740789324	671.1718798439821	670.1646033771021	1246223.4415998943	1	0	1.0	0.0	0.0	2	77	99	23	1246223.4415998943	0.0	""
610	288.47166737638713	523.1331034094624	523.1328901120326	522.1256136451526	646430.062969362	1	0	1.0	0.0	0.0	2	89	99	10	646430.062969362	0.0	""
611	289.4143937406274	597.1527911204821	597.1525458156892	596.1452693488093	318261.6410828215	1	0	1.0	0.0	0.0	2	94	99	6	318261.6410828215	0.0	""
612	289.16089442244174	430.08822838581887	430.0860850886484	429.0788086217684	920792.1038621648	1	0	1.0	0.0	0.0	2	92	99	8	920792.1038621648	0.0	""
613	289.383052259376	433.33041474110775	433.3305888420611	432.3233123751811	842124.9408228602	1	0	1.0	0.0	0.0	2	78	106	22	842124.9408228602	0.0	""
614	288.57192897663583	460.17164773130884	460.17032721617096	459.16305074929096	2846067.578407222	1	0	1.0	0.0	0.0	2	65	99	35	2846067.578407222	0.0	""
615	288.95822157550094	463.12956820686986	463.1272429281796	462.1199664612996	860553.4756820434	1	0	1.0	0.0	0.0	3	83	108	24	860553.4756820434	0.0	""
616	288.1694023413644	534.190702553668	534.1881489708295	533.1808725039496	764825.0844418294	1	0	1.0	0.0	0.0	2	85	99	15	764825.0844418294	0.0	""
617	286.469136274967	608.2093145009153	608.2071568930288	607.1998804261489	2709139.1375247994	1	0	1.0	0.0	0.0	3	70	99	30	2709139.1375247994	0.0	""
618	290.04857720794257	651.1441857567919	651.1433277597827	650.1360512929027	289283.0692957154	1	0	1.0	0.0	0.0	2	91	101	8	289283.0692957154	0.0	""
619	290.0525442882834	818.2113566593184	818.2092872492073	817.2020107823273	168073.5792197298	1	0	1.0	0.0	0.0	2	94	102	8	168073.5792197298	0.0	""
620	289.8583576062652	685.2032816936808	685.2012468650112	684.1939703981312	122914.17253736839	1	0	1.0	0.0	0.0	2	93	100	7	122914.17253736839	0.0	""
621	289.92444657152043	890.2319169751728	890.2303191308727	889.2230426639927	377184.84815243643	1	0	1.0	0.0	0.0	2	89	107	15	377184.84815243643	0.0	""
622	292.02105750861995	447.0989690478273	447.09728778378496	446.09001131690496	1430573.9533712447	1	0	1.0	0.0	0.0	3	100	122	20	1430573.9533712447	0.0	""
623	292.00731766271895	448.34943186313467	448.34949149664607	447.34221502976607	5867597.658627643	1	0	1.0	0.0	0.0	2	100	124	25	5867597.658627643	0.0	""
624	292.7002743833286	608.2094911559514	608.2078509974256	607.2005745305456	1497720.2159514716	1	0	1.0	0.0	0.0	3	100	118	19	1497720.2159514716	0.0	""
625	291.4161956670232	439.84311112154916	439.84229427855587	438.83501781167587	396180.59883322485	1	0	1.0	0.0	0.0	2	97	118	19	396180.59883322485	0.0	""
626	291.0290225725726	534.1907585725987	534.1888762401812	533.1815997733013	636228.2252338	1	0	1.0	0.0	0.0	2	100	109	10	636228.2252338	0.0	""
627	292.2325363098478	464.1438201493975	464.14343177863555	463.13615531175554	393813.79840705066	1	0	1.0	0.0	0.0	2	100	111	12	393813.79840705066	0.0	""
628	290.6516599968301	537.1659850465836	537.1636078988067	536.1563314319268	706321.2426942501	1	0	1.0	0.0	0.0	3	100	112	13	706321.2426942501	0.0	""
629	291.7839988827352	577.1258211431008	577.1239736816531	576.1166972147731	761741.3884902177	1	0	1.0	0.0	0.0	3	99	114	15	761741.3884902177	0.0	""
630	291.6196977945224	611.1846774951373	611.1827866673738	610.1755102004938	170768.31151493936	1	0	1.0	0.0	0.0	2	103	112	8	170768.31151493936	0.0	""
631	293.7598039549166	449.11438546103204	449.1140939081116	448.1068174412316	1634415.0753905887	1	0	1.0	0.0	0.0	2	100	122	23	1634415.0753905887	0.0	""
632	293.46124287947003	407.75442131930055	407.7532784968135	2440.476012179601	58177.080634282276	6	0	1.0	0.0	0.0	2	109	115	6	58177.080634282276	0.0	""
633	293.13239820792137	433.3305169710063	433.33059435058345	432.32331788370345	769595.6646077394	1	0	1.0	0.0	0.0	2	100	118	16	769595.6646077394	0.0	""
634	293.4881583134619	495.83306624866606	495.8324126436581	494.8251361767781	146840.555748309	1	0	1.0	0.0	0.0	2	109	116	7	146840.555748309	0.0	""
635	297.27723370207417	430.0882567917576	430.0861422296306	429.0788657627506	3341393.951094275	1	0	1.0	0.0	0.0	3	100	131	32	3341393.951094275	0.0	""
636	293.31049537776545	523.1335117363689	523.1332613255839	522.125984858704	1714943.9761687473	1	0	1.0	0.0	0.0	2	96	125	26	1714943.9761687473	0.0	""
637	292.65122397755505	579.1047786974322	579.1037119540772	578.0964354871973	531759.8674471473	1	0	1.0	0.0	0.0	2	96	121	21	531759.8674471473	0.0	""
638	292.9503097133426	431.0676493522093	431.0673352023381	430.0600587354581	1204486.801345913	1	0	1.0	0.0	0.0	2	100	128	29	1204486.801345913	0.0	""
639	293.92890075748	577.125523226674	577.1246862575302	576.1174097906503	511854.2588360215	1	0	1.0	0.0	0.0	3	111	121	11	511854.2588360215	0.0	""
640	294.81039509064817	611.1851650806241	611.1839056751818	610.1766292083018	137303.0230236207	1	0	1.0	0.0	0.0	2	112	120	9	137303.0230236207	0.0	""
641	295.6843953457897	609.2073911190471	609.2066745588513	608.1993980919714	743576.5790530437	1	0	1.0	0.0	0.0	2	108	125	16	743576.5790530437	0.0	""
642	294.2494326895305	464.14384465317784	464.1433364121614	463.1360599452814	333341.1708167725	1	0	1.0	0.0	0.0	2	112	122	10	333341.1708167725	0.0	""
643	294.6074937089299	537.1657476654713	537.1644163650068	536.1571398981268	692527.7355681842	1	0	1.0	0.0	0.0	2	111	124	14	692527.7355681842	0.0	""
644	295.7015499118379	505.1040976829455	505.10381586188623	504.09653939500623	121328.4074881202	1	0	1.0	0.0	0.0	2	117	124	7	121328.4074881202	0.0	""
645	296.2849087153541	578.1267856847742	578.1253129886903	577.1180365218104	135487.48357992482	1	0	1.0	0.0	0.0	2	120	125	6	135487.48357992482	0.0	""
646	293.5820262795014	503.10662948245425	503.10608158228763	502.09880511540763	2278581.833319804	1	0	1.0	0.0	0.0	2	100	128	27	2278581.833319804	0.0	""
647	295.93392512440244	651.1442725969194	651.144009643846	650.136733176966	323274.50452165474	1	0	1.0	0.0	0.0	2	117	129	12	323274.50452165474	0.0	""
648	296.1764349657395	890.2324108278358	890.2312687713218	889.2239923044418	446667.33736331854	1	0	1.0	0.0	0.0	2	108	127	19	446667.33736331854	0.0	""
649	296.86690663868114	758.2208235461619	758.2200229718242	757.2127465049442	65464.34756535407	1	0	1.0	0.0	0.0	2	123	127	5	65464.34756535407	0.0	""
650	296.0023840526551	439.843008192772	439.84269252325856	438.83541605637856	404477.82238200074	1	0	1.0	0.0	0.0	2	118	131	14	404477.82238200074	0.0	""
651	296.83344177259175	580.1049848395761	580.1034226764207	579.0961462095407	128544.26725568232	1	0	1.0	0.0	0.0	2	122	131	7	128544.26725568232	0.0	""
652	298.63190676339883	537.1656409664693	537.1645641449934	536.1572876781134	730803.6517765573	1	0	1.0	0.0	0.0	2	124	141	17	730803.6517765573	0.0	""
653	294.3831155938743	463.12960322728486	463.12870087472345	462.12142440784345	1261994.8772616526	1	0	1.0	0.0	0.0	3	112	133	22	1261994.8772616526	0.0	""
654	296.95468049424176	447.0989570315376	447.0966049142629	446.0893284473829	1034012.0249523185	1	0	1.0	0.0	0.0	3	119	142	19	1034012.0249523185	0.0	""
655	298.115573478185	891.2301827876437	891.2295150609467	890.2222385940668	146066.78151506413	1	0	1.0	0.0	0.0	2	127	136	9	146066.78151506413	0.0	""
656	298.32520339018623	889.2308275181597	889.2297206776594	888.2224442107795	182075.37048241857	1	0	1.0	0.0	0.0	2	128	132	5	182075.37048241857	0.0	""
657	298.72959552919525	505.104304205414	505.1037785568724	504.0965020899924	201043.37256997335	1	0	1.0	0.0	0.0	2	125	135	11	201043.37256997335	0.0	""
658	292.7378194130973	505.08598700594223	505.08545905210843	504.07818258522843	2221615.042857048	1	0	1.0	0.0	0.0	2	100	137	37	2221615.042857048	0.0	""
659	298.96157668979026	745.1907455396117	745.1900632264158	744.1827867595358	570448.917659631	1	0	1.0	0.0	0.0	2	123	138	15	570448.917659631	0.0	""
660	297.68833729118825	577.1254034219447	577.123992494871	576.1167160279911	1025863.1523419562	1	0	1.0	0.0	0.0	3	122	142	19	1025863.1523419562	0.0	""
661	301.33728148986114	890.2321675018328	890.2308126208721	889.2235361539922	344363.986856468	1	0	1.0	0.0	0.0	2	133	147	14	344363.986856468	0.0	""
662	299.31576330918926	439.84302500959313	439.84239524174103	438.83511877486103	366828.957089114	1	0	1.0	0.0	0.0	2	130	147	14	366828.957089114	0.0	""
663	301.08664742258355	523.1333497411258	523.1331214473295	522.1258449804495	989509.2536815074	1	0	1.0	0.0	0.0	2	126	141	16	989509.2536815074	0.0	""
664	300.0416662475209	504.107135631008	504.10573261043055	503.09845614355055	485980.8300698077	1	0	1.0	0.0	0.0	2	129	143	14	485980.8300698077	0.0	""
665	299.57542298505075	651.1442922314922	651.1437115950991	650.1364351282192	743059.6112398421	1	0	1.0	0.0	0.0	2	127	152	23	743059.6112398421	0.0	""
666	300.5138562520365	449.11416964933323	449.11381638880005	448.10653992192005	1696129.305723887	1	0	1.0	0.0	0.0	2	123	143	21	1696129.305723887	0.0	""
667	297.969454110111	579.1044995824215	579.1040175566795	578.0967410897996	890742.8316170446	1	0	1.0	0.0	0.0	2	118	146	26	890742.8316170446	0.0	""
